Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
48644876,Addis Ababa Noir,Maaza Mengiste,"Mengiste, Maaza",,"=""1617758205""","=""9781617758201""",0,3.51,Akashic Books,Paperback,256,2020,2020,,2020/08/04,to-read,to-read (#140),to-read,,,,0,0
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,"=""0132350882""","=""9780132350884""",0,4.38,Pearson,Paperback,464,2008,2007,,2012/07/23,trashed,trashed (#18),trashed,,,,0,0
25451264,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377101""","=""9780765377104""",5,4.42,TOR,Hardcover,604,2016,2010,2020/07/30,2020/07/16,,,read,,,,1,0
10020651,"Alting har sin pris (Konrad Simonsen, #2)",Lotte Hammer,"Hammer, Lotte",Søren Hammer,"=""8702089955""","=""9788702089950""",4,3.40,Gyldendal,Hardcover,441,2010,2010,2020/07/30,2020/07/25,,,read,,,,1,0
16044964,"The Hanging (Konrad Simonsen, #1)",Lotte Hammer,"Hammer, Lotte","Søren Hammer, Ebba Segerberg","=""0312656645""","=""9780312656645""",0,3.11,Minotaur Books,Hardcover,304,2013,2010,,2020/07/25,,,read,,,,1,0
9396704,"Svinehunde (Konrad Simonsen, #1)",Lotte Hammer,"Hammer, Lotte",Søren Hammer,"=""8702082217""","=""9788702082210""",3,3.11,Gyldendal,Hardcover,400,2010,2010,,2020/07/25,,,read,,,,1,0
23129410,"Welcome to Night Vale (Welcome to Night Vale, #1)",Joseph Fink,"Fink, Joseph",Jeffrey Cranor,"=""0062351427""","=""9780062351425""",0,3.83,Harper Perennial,Hardcover,401,2015,2015,,2020/07/22,to-read,to-read (#139),to-read,,,,0,0
25109947,"Lovecraft Country (Lovecraft Country, #1)",Matt Ruff,"Ruff, Matt",,"=""""","=""""",4,4.02,Harper,ebook,400,2016,2016,,2020/07/10,,,read,,,,1,0
34943643,"Agency (Jackpot, #2)",William Gibson,"Gibson, William",,"=""""","=""""",0,3.81,Berkley,Kindle Edition,413,2020,2020,,2020/07/17,to-read,to-read (#138),to-read,,,,0,0
2133999,Will I Ever Be Good Enough? Healing the Daughters of Narcissistic Mothers,Karyl McBride,"McBride, Karyl",,"=""1416551328""","=""9781416551324""",4,4.20,Free Press,Hardcover,272,2008,2008,2020/07/16,2020/05/24,,,read,,,,1,0
49674113,The Last Conversation,Paul Tremblay,"Tremblay, Paul",,"=""1542005310""","=""9781542005319""",4,3.76,Amazon Original Stories,Kindle Edition,56,2019,2019,2020/07/16,2020/05/23,,,read,,,,1,0
49665863,You Have Arrived at Your Destination,Amor Towles,"Towles, Amor",,"=""1542004349""","=""9781542004343""",4,3.48,Amazon Original Stories,Kindle Edition,54,2019,2019,2020/07/16,2020/05/17,,,read,,,,1,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.52,Penguin Group DAW,Hardcover,662,2007,2007,2020/07/16,2020/07/08,,,read,,,,1,0
51200399,Fatale forandringer - når ledelse skaber modstand mod forandring,Christian Ørsted,"Ørsted, Christian",,"=""""","=""9788770363136""",5,3.97,People'sPress,,240,2020,,,2020/06/10,,,read,"En del overlap til andre af de bøger jeg læser, men fungerer som forbinder af mange af de ting der interesserer mig og meget jeg ikke ved noget om. Og så scorer den højt for de tanker og ideer og tiltag, der fødes under læsningen.",,,1,0
18659316,"Livsfarlig ledelse : Forstå de psykologiske mekanismer, der styrer dit arbejdsliv",Christian Ørsted,"Ørsted, Christian",,"=""""","=""9788771372533""",5,4.07,People's Press,Hardcover,233,2013,2013,2020/06/16,2020/06/10,,,read,,,,1,0
676586,"Why Most Things Fail: Evolution, Extinction and Economics",Paul Ormerod,"Ormerod, Paul",,"=""0375424059""","=""9780375424052""",0,3.47,Pantheon,Hardcover,272,2006,2005,,2020/06/14,to-read,to-read (#137),to-read,,,,0,0
23269046,"Victim Without a Face (Fabian Risk, #1)",Stefan Ahnhem,"Ahnhem, Stefan",Rachel Willson-Broyles,"=""1770899138""","=""9781770899131""",4,3.97,Spiderline,Paperback,592,2015,2014,,2020/06/09,,,read,,,,1,0
49680556,Ark,Veronica Roth,"Roth, Veronica",,"=""154209206X""","=""""",4,3.60,Amazon Original Stories,Kindle Edition,45,2019,2019,2020/05/17,2020/05/10,,,read,,,,1,0
49661162,Randomize,Andy Weir,"Weir, Andy",,"=""""","=""""",4,3.53,Amazon Original Stories,Kindle Edition,28,2019,2019,2020/05/24,2020/05/23,,,read,,,,1,0
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",5,4.42,Tor Books,Hardcover,512,2015,2008,,2020/05/03,,,read,,,,1,0
2995168,Undtagelsen,Christian Jungersen,"Jungersen, Christian",,"=""8702052970""","=""""",4,3.81,Gyldendal,Hardcover,621,2006,2004,,2020/05/24,,,read,,,,1,0
26195941,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,"Zuboff, Shoshana",,"=""1610395697""","=""9781610395694""",0,4.06,PublicAffairs,Hardcover,691,2019,2018,,2020/05/17,to-read,to-read (#136),to-read,,,,0,0
24724602,Flash Boys: A Wall Street Revolt,Michael   Lewis,"Lewis, Michael",,"=""0393351599""","=""9780393351590""",0,4.14,W. W. Norton & Company,Paperback,304,2015,2014,,2020/05/16,to-read,to-read (#135),to-read,,,,0,0
17910054,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"Kolbert, Elizabeth",,"=""0805092994""","=""9780805092998""",0,4.15,Henry Holt and Co. (Georg von Holtzbrinck),Hardcover,336,2014,2014,,2020/05/15,to-read,to-read (#134),to-read,,,,0,0
10552338,Reamde,Neal Stephenson,"Stephenson, Neal",,"=""0061977969""","=""9780061977961""",0,3.99,William Morrow,Hardcover,1044,2011,2011,,2020/05/13,to-read,to-read (#133),to-read,,,,0,0
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",0,4.17,William Morrow,Hardcover,937,2008,2008,,2020/05/13,to-read,to-read (#132),to-read,,,,0,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",5,4.24,Avon,Mass Market Paperback,1152,2002,1999,,2020/05/13,,,read,,,,1,0
49669410,Emergency Skin,N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.03,Amazon Original Stories,Kindle Edition,38,2019,2019,2020/05/10,2020/05/09,,,read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu","Ken Liu, Cixin Liu","=""""","=""""",5,4.09,Tor Books,Hardcover,472,2014,2006,,2019/10/04,,,read,,,,1,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E.  Schwab,"Schwab, V.E.",,"=""0765376458""","=""9780765376459""",0,4.05,Tor,Hardcover,400,2015,2015,,2020/05/03,to-read,to-read (#131),to-read,,,,0,0
31396262,Change Agent,Daniel Suarez,"Suarez, Daniel",,"=""110198466X""","=""9781101984666""",4,3.97,E P Dutton,Hardcover,398,2017,2017,,2020/04/16,,,read,Lidt lang i spyttet. Men en masse gode ideer i den. Og et par lidt for lamme Dan Brownie ting.,,,1,0
35717962,Jytte fra Marketing er desværre gået for i dag: Sådan bruger du adfærdsdesign til at skabe forandringer i den virkelige verden,Morten Münster,"Münster, Morten",,"=""""","=""9788702243628""",5,4.08,Gyldendal Business,ebook,,2017,,2020/04/16,2019/10/08,,,read,,,,1,0
644655,"Raven Black (Shetland Island, #1)",Ann Cleeves,"Cleeves, Ann",,"=""0312359667""","=""9780312359669""",0,3.96,Minotaur Books,Hardcover,384,2007,2006,,2020/04/07,to-read,to-read (#130),to-read,,,,0,0
17381706,Humble Inquiry: The Gentle Art of Asking Instead of Telling,Edgar H. Schein,"Schein, Edgar H.",,"=""1609949811""","=""9781609949815""",3,3.75,Berrett-Koehler Publishers,Paperback,144,2013,2013,2020/03/22,2018/10/21,,,read,,,,1,0
42769202,"Starsight (Skyward, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217903""","=""9781473217904""",3,4.37,Orion Publishing Co,Paperback,461,2019,2019,2020/03/04,2020/02/11,,,read,,,,1,0
25867120,Actionable Agile Metrics for Predictability: An Introduction,Daniel S. Vacanti,"Vacanti, Daniel S.",,"=""""","=""""",0,4.45,Leanpub,ebook,291,2015,2015,,2020/03/03,to-read,to-read (#129),to-read,,,,0,0
48019,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),Peter F. Drucker,"Drucker, Peter F.",,"=""0060833459""","=""9780060833459""",0,4.08,Harper Business,Paperback,208,2006,1966,,2020/03/03,to-read,to-read (#128),to-read,,,,0,0
23302490,Men Explain Things to Me: and Other Essays,Rebecca Solnit,"Solnit, Rebecca",,"=""1783780797""","=""9781783780792""",0,3.83,Granta Books,Hardcover,130,2014,2014,,2020/03/03,to-read,to-read (#127),to-read,,,,0,0
40738746,Humble Pi: A Comedy of Maths Errors,Matt    Parker,"Parker, Matt",,"=""""","=""""",0,4.11,Penguin,Kindle Edition,313,2019,2019,,2020/03/03,to-read,to-read (#126),to-read,,,,0,0
21425079,"Golden Son (Red Rising Saga, #2)",Pierce Brown,"Brown, Pierce",,"=""""","=""""",5,4.47,Del Rey,Kindle Edition,465,2015,2015,2020/03/03,2020/02/18,,,read,,,,1,0
38558620,Solar,Theis Ørntoft,"Ørntoft, Theis",,"=""8702261455""","=""9788702261455""",0,3.23,Gyldendal,Paperback,300,2018,2018,,2020/02/28,to-read,to-read (#125),to-read,,,,0,0
19807788,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""""","=""""",5,4.27,Hodder & Stoughton,Kindle Edition,401,2014,2014,2020/02/18,2020/02/08,,,read,,,,1,0
6667514,The Checklist Manifesto: How to Get Things Right,Atul Gawande,"Gawande, Atul",,"=""0805091742""","=""9780805091748""",4,4.04,Metropolitan Books,Hardcover,208,2009,2009,2020/01/27,2019/11/24,,,read,,,,1,0
36642458,"Skyward (Skyward, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217857""","=""9781473217850""",4,4.48,Gollancz,Hardcover,513,2018,2018,2020/02/11,2020/02/01,,,read,,,,1,0
25074850,"The Girl in the Spider's Web (Millennium, #4)",David Lagercrantz,"Lagercrantz, David",,"=""0385354282""","=""9780385354288""",4,3.80,Knopf,Hardcover,400,2015,2015,2020/02/08,2020/01/27,,,read,,,,1,0
25609264,"Det der ikke slår os ihjel (Millennium, #4)",David Lagercrantz,"Lagercrantz, David",Stieg Larsson,"=""""","=""""",4,3.80,Modtryk,Hardcover,470,2015,2015,,2020/02/08,,,read,,,,1,0
50823666,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",4,4.33,Cornerstone Digital,Kindle Edition,462,2017,2016,2019/08/19,2019/07/02,,,read,,,,2,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte Gordon,"=""""","=""""",5,3.87,Penguin Classics,Paperback,260,2018,1818,2020/01/27,2020/01/06,,,read,,,,1,0
6688087,"The Crossing Places (Ruth Galloway, #1)",Elly Griffiths,"Griffiths, Elly",,"=""0547229895""","=""9780547229898""",3,3.93,Houghton Mifflin Harcourt,Hardcover,304,2010,2009,2020/01/27,2020/01/18,,,read,,,,1,0
43352954,This is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",0,3.90,Saga Press,Kindle Edition,209,2019,2019,,2020/01/05,to-read,to-read (#122),to-read,,,,0,0
35687802,Snap,Belinda Bauer,"Bauer, Belinda",,"=""""","=""""",4,3.81,Transworld Digital,Kindle Edition,282,2018,2018,,2020/01/18,,,read,,,,2,0
11721966,Good Strategy Bad Strategy: The Difference and Why It Matters,Richard P. Rumelt,"Rumelt, Richard P.",,"=""0307886255""","=""9780307886255""",0,4.13,Crown Business,Unknown Binding,320,2011,2011,,2020/01/13,to-read,to-read (#124),to-read,,,,0,0
7003902,97 Things Every Programmer Should Know: Collective Wisdom from the Experts,Kevlin Henney,"Henney, Kevlin",,"=""0596809484""","=""9780596809485""",0,3.63,"O'Reilly Media, Inc.",Paperback,255,2010,2010,,2020/01/06,to-read,to-read (#123),to-read,,,,0,0
39286958,Measure What Matters,John Doerr,"Doerr, John",,"=""""","=""""",0,3.99,Penguin,Kindle Edition,299,2018,2017,,2020/01/05,to-read,to-read (#121),to-read,,,,0,0
42036538,"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,"Muir, Tamsyn",,"=""1250313198""","=""9781250313195""",5,4.21,Tor,Hardcover,448,2019,2019,,2019/12/25,,,read,,,,1,0
42288661,"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,"Muir, Tamsyn",,"=""""","=""""",5,4.21,Tor.com,Kindle Edition,479,2019,2019,2019/12/25,2019/12/13,,,read,,,,1,0
44333183,The Unicorn Project,Gene Kim,"Kim, Gene",,"=""1942788762""","=""9781942788768""",4,4.09,IT Revolution Press,Hardcover,352,2019,2019,2019/12/18,2019/12/04,,,read,,,,1,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.38,Scribner,Hardcover,368,2017,2017,,2019/12/16,to-read,to-read (#120),to-read,,,,0,0
49107406,"No Calculator, No Problem! Mastering Mental Math",Art Benjamin,"Benjamin, Art",,"=""""","=""""",0,3.87,Audible ,Audible Audio,6,2019,,,2019/12/11,to-read,to-read (#119),to-read,,,,0,0
35747076,Accelerate: Building and Scaling High Performing Technology Organizations,Nicole Forsgren,"Forsgren, Nicole","Jez Humble, Gene Kim","=""1942788339""","=""9781942788331""",4,4.07,IT Revolution Press,Paperback,288,2018,,2019/02/17,2019/01/18,,,read,,,,2,0
43567723,Edge: Value-Driven Digital Transformation,Jim Highsmith,"Highsmith, Jim","Linda Luu, David                       Robinson","=""0135263077""","=""9780135263075""",0,4.20,Addison-Wesley Professional,Paperback,256,2019,,,2019/11/23,to-read,to-read (#118),to-read,,,,0,0
28820024,Competing Against Luck,Clayton M. Christensen,"Christensen, Clayton M.","Taddy Hall, Karen Dillon, David S. Duncan","=""0062435639""","=""9780062435637""",0,4.15,Harper Business,ebook,288,2016,2016,,2019/11/19,to-read,to-read (#117),to-read,,,,0,0
46223708,Alien III,William Gibson,"Gibson, William",,"=""""","=""""",5,3.45,Audible Studios,Audible Audio,,2019,2019,,2019/06/16,,,read,,,,1,0
31670196,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies",Geoffrey B. West,"West, Geoffrey B.",,"=""1594205582""","=""9781594205583""",5,4.12,Penguin Press,Hardcover,481,2017,2017,2019/11/17,2019/06/05,,,read,"West (f. 1940) har en lang karriere som teoretisk fysiker bag sig og han har skrevet en bog, der bl.a. handler om, hvordan komplekse systemer vokser. Den handler slet ikke om software, som er mit primære fagområde. Men om bæredygtighed, biologi, energi, entropi, fraktaler, socioøkonomiske systemer, skibe, byer, broer, blåhvaler, mus og mennesker. <br/><br/>Softwarevinklen? Estimering jeg lidt over i løbet af et kapitel om fraktaler og hvordan f.eks. kystlinjer bliver længere jo tættere man zoomer ind. At den perfekte linje ikke findes i naturens verden men at den, set tættere på, viser sig at være uendelig mere kompleks end først antaget.<br/><br/>Bogen har også fået mig til at tænke over software som komplekse systemer. Har software et stofskifte? Hvordan skalerer de forskellige karakteristika ved et softwaresystem med dets størrelse? Kan man måle det? Hvad er størrelse overhovedet i software? Det lyder måske banalt, men disse simple spørgsmål skudt efter mit gode gamle fag, fylder mig på en eller anden måde med fryd.",,,1,0
39282904,Wardley Maps,Simon Wardley,"Wardley, Simon",,"=""""","=""""",0,4.29,,,,,,,2019/11/16,currently-reading,currently-reading (#1),currently-reading,,,,1,0
117047,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,"Dawkins, Richard",,"=""0141026162""","=""9780141026169""",0,4.09,Penguin,Paperback,466,2006,1986,,2019/11/16,to-read,to-read (#116),to-read,,,,0,0
13543093,The Better Angels of Our Nature: Why Violence Has Declined,Steven Pinker,"Pinker, Steven",,"=""0143122010""","=""9780143122012""",0,4.16,Penguin Books,Paperback,806,2012,2010,,2019/11/14,to-read,to-read (#115),to-read,,,,0,0
44063692,What You Do Is Who You Are: How to Create Your Business Culture,Ben Horowitz,"Horowitz, Ben",Henry Louis Gates Jr.,"=""0062871331""","=""9780062871336""",0,4.01,Harper Business,Hardcover,288,2019,2019,,2019/11/07,to-read,to-read (#114),to-read,,,,0,0
43599513,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""""","=""""",0,4.32,Transworld Digital,Kindle Edition,521,2019,2019,,2019/11/07,to-read,to-read (#113),to-read,,,,0,0
100469,Orbiting the Giant Hairball: A Corporate Fool's Guide to Surviving with Grace,Gordon MacKenzie,"MacKenzie, Gordon",,"=""0670879835""","=""9780670879830""",0,4.04,Viking,Hardcover,224,1998,1996,,2019/11/03,to-read,to-read (#112),to-read,,,,0,0
44882,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,"Petzold, Charles",,"=""0735611319""","=""9780735611313""",0,4.39,Microsoft Press,Paperback,400,2000,1999,,2019/11/03,to-read,to-read (#111),to-read,,,,0,0
566213,The Secrets of Consulting: A Guide to Giving and Getting Advice Successfully,Gerald M. Weinberg,"Weinberg, Gerald M.",Virginia Satir,"=""0932633013""","=""9780932633019""",0,3.95,Dorset House Publishing,Paperback,228,1985,1985,,2019/10/31,to-read,to-read (#110),to-read,,,,0,0
41771517,"Limited Wish (Impossible Times, #2)",Mark  Lawrence,"Lawrence, Mark",,"=""147784838X""","=""9781477848388""",4,4.05,47North,Kindle Edition,222,2019,2019,2019/10/20,2019/10/18,,,read,,,,2,0
39792427,"One Word Kill (Impossible Times, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""1503958264""","=""9781503958265""",4,3.75,47North,Kindle Edition,201,2019,2019,2019/10/18,2019/08/15,,,read,,,,1,0
46223297,Permanent Record,Edward Snowden,"Snowden, Edward",,"=""1250237238""","=""9781250237231""",5,4.30,Metropolitan Books,Hardcover,339,2019,2019,2019/10/05,2019/09/17,,,read,"Snowden, slår det mig, er en lærer. <br/>Der viser os hvordan ting hænger sammen, på mange niveauer.<br/>Han gør det godt og det var for mig, som først geek og siden it-person fængende fra start til slut.<br/>Og så installerede jeg Signal på min telefon.",,,1,0
43708708,White Fragility: Why It’s So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin","Michael Eric Dyson, Manon Smits, Rob Kuitenbrouwer, Amy Landon","=""0807071161""","=""9780807071168""",5,4.17,Beacon Press,Audiobook,7,2018,2018,2019/10/05,2019/09/06,,,read,Stærk og hård og vigtig og nuanceret bog om racisme. Og hvordan vi som hvide har rigtigt svært ved at se den og hvad vi kan gøre ved det.,,,1,0
40376072,"Children of Ruin (Children of Time, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",Mel Hudson,"=""""","=""""",0,4.06,Macmillan Digital Audio,Audible Audio,,2019,2019,,2019/09/04,to-read,to-read (#109),to-read,,,,0,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",5,4.30,PanMacmillan,Hardcover,608,2015,2015,,2019/09/04,,,read,,,,1,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",5,4.14,Riverhead Books,Hardcover,352,2019,2019,2019/08/18,2019/08/05,,,read,"Som en relativ bred type er det en fornøjelse at læse denne bog.<br/><br/>Og diversifikation (hahaha, som om det er et ord om) er aldrig for sent heldigvis.<br/><br/>Noget af mest spændende i bogen er afsnittet om at løse/forstå problemer gennem opdagelse af dybe analogier mellem forskellige domæner.<br/><br/><br/>Det bliver nok til en genlæser for mig.",,,1,0
43726511,The Shadow King,Maaza Mengiste,"Mengiste, Maaza",,"=""039308356X""","=""9780393083569""",0,3.68,W. W. Norton & Company,Hardcover,448,2019,2019,,2019/08/27,to-read,to-read (#108),to-read,,,,0,0
42102111,Og hver morgen bliver vejen hjem længere og længere,Fredrik Backman,"Backman, Fredrik",,"=""""","=""9788772005706""",0,4.33,People'sPress,Hardcover,90,2018,2015,,2019/08/27,to-read,to-read (#107),to-read,,,,0,0
44584185,Vesten mod vesten,Rune Lykkeberg,"Lykkeberg, Rune",,"=""""","=""9788775145454""",0,4.00,Informations Forlag,,496,2019,2019,,2019/08/18,to-read,to-read (#106),to-read,,,,0,0
37762791,"Who Fears Death (Who Fears Death, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""0008288720""","=""""",5,3.94,HarperVoyager,Kindle Edition,401,2018,2010,2019/08/11,2019/07/26,,,read,,,,1,0
42653524,Happy Fat: Taking Up Space in a World That Wants to Shrink You,Sofie Hagen,"Hagen, Sofie",,"=""0008293880""","=""9780008293888""",5,4.23,Fourth Estate,Kindle Edition,337,2019,2019,2019/07/29,2019/07/10,,,read,"Det her er en vigtig bog, den virker grundigt researchet, og den har lært mig Rigtigt Meget. <br/>Både om Fat Liberation bevægelsen og om hvordan, det er at være tyk i en tyndhedsfetischerende verden, men den har også rettet lyskeglen mod mine egne privilegier og integrerede fatfobia. <br/>Stærk bog om kroppen og alt der der udenom.<br/>Jeg synes faktisk at alle burde læse den. Det synes jeg ikke om ret mange bøger.",,,1,0
34604040,The Icarus Gland,Anna Starobinets,"Starobinets, Anna",,"=""0955181054""","=""9780955181054""",0,4.10,Skyscraper Publications,Hardcover,155,2016,2013,,2019/07/28,to-read,to-read (#105),to-read,,,,0,0
15729539,NOS4A2,Joe Hill,"Hill, Joe",,"=""0062200577""","=""9780062200570""",0,4.08,William Morrow,Hardcover,692,2013,2013,,2019/07/27,to-read,to-read (#104),to-read,,,,0,0
41941223,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759805""","=""""",5,4.16,Ballantine Books,Kindle Edition,336,2019,2019,2019/07/26,2019/07/22,,,read,"Jeg har været en lortefar i flere dage på grund af den skide bog, som jeg hele tiden lige skulle læse lidt videre i. Så hvis du gerne vil være nærværende overfor andre mennesker, eller har nogle vigtige gøremål der giver dig problemer, hvis de bliver udskudt vil jeg bestemt ikke anbefale denne bog.<br/>Hvis det ikke er et problem for dig, skal du læse den, synes jeg.",,,1,0
